Region,RegionName,StateName,CountyName,CityName,ForecastedDate,ForecastYoYPctChange
Zip,34237,FL,Sarasota County,Sarasota,7/31/2022,13.2
Zip,34238,FL,Sarasota County,Sarasota,7/31/2022,13.3
Zip,34239,FL,Sarasota County,Sarasota,7/31/2022,13.3
Zip,34240,FL,Sarasota County,Sarasota,7/31/2022,14
Zip,34241,FL,Sarasota County,Sarasota,7/31/2022,13.9
Zip,34242,FL,Sarasota County,Siesta Key,7/31/2022,12.8
Zip,34243,FL,Sarasota County,Sarasota,7/31/2022,12.4
Zip,34250,FL,Manatee County,Terra Ceia,7/31/2022,12
Zip,34251,FL,Manatee County,Myakka City,7/31/2022,13.3
Zip,34266,FL,De Soto County,Arcadia,7/31/2022,6.7
Zip,34269,FL,De Soto County,Arcadia,7/31/2022,6.2
Zip,34275,FL,Sarasota County,Nokomis,7/31/2022,13.3
Zip,34285,FL,Sarasota County,Venice,7/31/2022,13.2
Zip,34286,FL,Sarasota County,North Port,7/31/2022,14.4
Zip,34287,FL,Sarasota County,North Port,7/31/2022,13.7
Zip,34288,FL,Sarasota County,North Port,7/31/2022,13.9
Zip,34289,FL,Sarasota County,North Port,7/31/2022,13.8
Zip,34291,FL,Sarasota County,North Port,7/31/2022,13.9
Zip,34292,FL,Sarasota County,Venice,7/31/2022,13.5
Zip,34293,FL,Sarasota County,Venice,7/31/2022,13.9
Zip,34420,FL,Marion County,Belleview,7/31/2022,8.2
Zip,34428,FL,Citrus County,Crystal River,7/31/2022,10.1
Zip,34429,FL,Citrus County,Crystal River,7/31/2022,9.5
Zip,34431,FL,Marion County,Dunnellon,7/31/2022,8.7
Zip,34432,FL,Marion County,Dunnellon,7/31/2022,9.7
Zip,34433,FL,Marion County,Dunnellon,7/31/2022,9.9
Zip,34434,FL,Marion County,Dunnellon,7/31/2022,10
Zip,34436,FL,Citrus County,Floral City,7/31/2022,10.4
Zip,34442,FL,Citrus County,Hernando,7/31/2022,9.9
Zip,34445,FL,Citrus County,Beverly Hills,7/31/2022,9.3
Zip,34446,FL,Citrus County,Homosassa,7/31/2022,9.6
Zip,34448,FL,Citrus County,Homosassa,7/31/2022,10
Zip,34449,FL,Levy County,Inglis,7/31/2022,5.4
Zip,34450,FL,Citrus County,Inverness,7/31/2022,9.6
Zip,34452,FL,Citrus County,Inverness,7/31/2022,9.4
Zip,34453,FL,Citrus County,Inverness,7/31/2022,9.4
Zip,34461,FL,Citrus County,Lecanto,7/31/2022,9.7
Zip,34465,FL,Citrus County,Beverly Hills,7/31/2022,9.4
Zip,34470,FL,Marion County,Ocala,7/31/2022,8.4
Zip,34471,FL,Marion County,Ocala,7/31/2022,9.6
Zip,34472,FL,Marion County,Ocala,7/31/2022,8.6
Zip,34473,FL,Marion County,Ocala,7/31/2022,9.3
Zip,34474,FL,Marion County,Ocala,7/31/2022,9
Zip,34475,FL,Marion County,Ocala,7/31/2022,9.7
Zip,34476,FL,Marion County,Ocala,7/31/2022,8.8
Zip,34479,FL,Marion County,Ocala,7/31/2022,9
Zip,34480,FL,Marion County,Ocala,7/31/2022,8.8
Zip,34481,FL,Marion County,Ocala,7/31/2022,8.8
Zip,34482,FL,Marion County,Ocala,7/31/2022,8.7
Zip,34484,FL,Sumter County,Oxford,7/31/2022,8.6
Zip,34488,FL,Marion County,Silver Springs,7/31/2022,8.4
Zip,34491,FL,Marion County,Summerfield,7/31/2022,8.3
Zip,34498,FL,Levy County,Yankeetown,7/31/2022,5.1
Zip,34601,FL,Hernando County,Brooksville,7/31/2022,12.6
Zip,34602,FL,Hernando County,Brooksville,7/31/2022,11.8
Zip,34604,FL,Hernando County,Spring Hill,7/31/2022,11.5
Zip,34606,FL,Hernando County,Spring Hill,7/31/2022,12.2
Zip,34607,FL,Hernando County,Hernando Beach,7/31/2022,11.7
Zip,34608,FL,Hernando County,Spring Hill,7/31/2022,12.3
Zip,34609,FL,Hernando County,Spring Hill,7/31/2022,12.1
Zip,34610,FL,Pasco County,Shady Hills,7/31/2022,11.6
Zip,34613,FL,Hernando County,North Weeki Wachee,7/31/2022,12
Zip,34614,FL,Hernando County,Brooksville,7/31/2022,12.3
Zip,34637,FL,Pasco County,Land O Lakes,7/31/2022,12.4
Zip,34638,FL,Pasco County,Land O Lakes,7/31/2022,12.3
Zip,34639,FL,Pasco County,Land O Lakes,7/31/2022,12.4
Zip,34652,FL,Pasco County,New Port Richey,7/31/2022,12.7
Zip,34653,FL,Pasco County,New Port Richey,7/31/2022,12.5
Zip,34654,FL,Pasco County,New Port Richey,7/31/2022,11.7
Zip,34655,FL,Pasco County,New Port Richey,7/31/2022,11.9
Zip,34661,FL,Sumter County,Bushnell,7/31/2022,9.4
Zip,34667,FL,Pasco County,Hudson,7/31/2022,11.8
Zip,34668,FL,Pasco County,Port Richey,7/31/2022,12
Zip,34669,FL,Pasco County,Hudson,7/31/2022,12.1
Zip,34677,FL,Pinellas County,Oldsmar,7/31/2022,9.6
Zip,34681,FL,Pinellas County,Palm Harbor,7/31/2022,4.9
Zip,34683,FL,Pinellas County,Palm Harbor,7/31/2022,9.8
Zip,34684,FL,Pinellas County,Palm Harbor,7/31/2022,9
Zip,34685,FL,Pinellas County,Palm Harbor,7/31/2022,9.7
Zip,34688,FL,Pinellas County,Tarpon Springs,7/31/2022,11.9
Zip,34689,FL,Pinellas County,Tarpon Springs,7/31/2022,10.5
Zip,34690,FL,Pasco County,Holiday,7/31/2022,12.3
Zip,34691,FL,Pasco County,Holiday,7/31/2022,12.2
Zip,34695,FL,Pinellas County,Safety Harbor,7/31/2022,10.4
Zip,34698,FL,Pinellas County,Dunedin,7/31/2022,10
Zip,34705,FL,Lake County,Astatula,7/31/2022,11
Zip,34711,FL,Lake County,Clermont,7/31/2022,11.2
Zip,34714,FL,Osceola County,Citrus Ridge,7/31/2022,11.3
Zip,34715,FL,Lake County,Clermont,7/31/2022,12
Zip,34729,FL,Lake County,Ferndale,7/31/2022,10
Zip,34731,FL,Lake County,Fruitland Park,7/31/2022,11.6
Zip,34734,FL,Orange County,Gotha,7/31/2022,10.8
Zip,34736,FL,Lake County,Groveland,7/31/2022,11.1
Zip,34737,FL,Lake County,Howey in the Hills,7/31/2022,11
Zip,34739,FL,Osceola County,Kenansville,7/31/2022,8.6
Zip,34741,FL,Osceola County,Kissimmee,7/31/2022,10.9
Zip,34743,FL,Osceola County,Kissimmee,7/31/2022,10.9
Zip,34744,FL,Osceola County,Kissimmee,7/31/2022,11.2
Zip,34746,FL,Osceola County,Kissimmee,7/31/2022,11.1
Zip,34747,FL,Osceola County,Citrus Ridge,7/31/2022,10.7
Zip,34748,FL,Lake County,Leesburg,7/31/2022,10.5
Zip,34753,FL,Lake County,Mascotte,7/31/2022,11
Zip,34756,FL,Lake County,Montverde,7/31/2022,11
Zip,34758,FL,Polk County,Poinciana,7/31/2022,11.8
Zip,34759,FL,Polk County,Poinciana,7/31/2022,11.1
Zip,34760,FL,Orange County,Oakland,7/31/2022,10.7
Zip,34761,FL,Orange County,Ocoee,7/31/2022,10.9
Zip,34762,FL,Lake County,Leesburg,7/31/2022,9
Zip,34769,FL,Osceola County,Saint Cloud,7/31/2022,11.1
Zip,34771,FL,Osceola County,Saint Cloud,7/31/2022,11.3
Zip,34772,FL,Osceola County,Saint Cloud,7/31/2022,11.8
Zip,34773,FL,Osceola County,Saint Cloud,7/31/2022,11.5
Zip,34785,FL,Sumter County,Wildwood,7/31/2022,11.2
Zip,34786,FL,Orange County,Windermere,7/31/2022,10.9
Zip,34787,FL,Orange County,Winter Garden,7/31/2022,11.2
Zip,34788,FL,Lake County,Leesburg,7/31/2022,11.3
Zip,34797,FL,Lake County,Yalaha,7/31/2022,11.3
Zip,34945,FL,Saint Lucie County,Fort Pierce,7/31/2022,11.9
Zip,34946,FL,Saint Lucie County,Fort Pierce,7/31/2022,10.4
Zip,34947,FL,Saint Lucie County,Fort Pierce,7/31/2022,10.4
Zip,34949,FL,Saint Lucie County,Fort Pierce,7/31/2022,10.8
Zip,34950,FL,Saint Lucie County,Fort Pierce,7/31/2022,10.9
Zip,34951,FL,Saint Lucie County,Fort Pierce,7/31/2022,11.5
Zip,34952,FL,Saint Lucie County,Port Saint Lucie,7/31/2022,11.4
Zip,34953,FL,Saint Lucie County,Port Saint Lucie,7/31/2022,11.8
Zip,34956,FL,Martin County,Indiantown,7/31/2022,7.1
Zip,34957,FL,Martin County,Jensen Beach,7/31/2022,11.1
Zip,34972,FL,Okeechobee County,Okeechobee,7/31/2022,-3.3
Zip,34974,FL,Okeechobee County,Okeechobee,7/31/2022,-2.7
Zip,34981,FL,Saint Lucie County,Fort Pierce,7/31/2022,10.6
Zip,34982,FL,Saint Lucie County,Fort Pierce,7/31/2022,11.1
Zip,34983,FL,Saint Lucie County,Port Saint Lucie,7/31/2022,11.5
Zip,34984,FL,Saint Lucie County,Port Saint Lucie,7/31/2022,11.4
Zip,34986,FL,Saint Lucie County,Port Saint Lucie,7/31/2022,11.1
Zip,34987,FL,Saint Lucie County,Port Saint Lucie,7/31/2022,10.7
Zip,34990,FL,Martin County,Palm City,7/31/2022,11.2
Zip,34994,FL,Martin County,Stuart,7/31/2022,9.4
Zip,34996,FL,Martin County,Stuart,7/31/2022,10.5
Zip,34997,FL,Martin County,Stuart,7/31/2022,10.4
