county,Year,Average Yearly Wage,Employment,Labor Force,Population,Single Family Home
Hamilton,12/31/2012,40365.21951,4309.449428,4914.835676,14735.824,83744.37648
Hamilton,12/31/2013,41305.14301,4249.030033,4723.874639,14574.24363,85707.35625
Hamilton,12/31/2014,41680.6236,4263.71821,4607.794024,14482.24259,87795.01425
Hamilton,12/31/2015,41492.18196,4279.064734,4566.674497,14583.66269,89066.23002
Hamilton,12/31/2016,43494.99108,4143.435346,4606.463988,14683.59017,90904.29992
Hamilton,12/31/2017,44434.91992,4082.916626,4415.391381,14586.13287,92867.27969
Hamilton,12/31/2018,44810.40586,4097.516813,4299.272573,14558.21061,94954.93769
Hamilton,12/31/2019,44621.96955,4112.863318,4258.13307,14599.70525,96226.15346
Hamilton,12/31/2020,46624.78376,3977.23393,4297.921949,14639.54307,98064.22336
Hamilton,12/31/2021,47564.71261,3916.71521,4106.849343,14542.08578,100027.2031
Hamilton,12/31/2022,47940.19855,3931.315397,3990.730534,14514.16352,102114.8611
Hamilton,12/31/2023,47751.76223,3946.661901,3949.591031,14555.65815,103386.0769
Hamilton,12/31/2024,49754.57645,3811.032514,3989.37991,14595.49598,105224.1468
Hamilton,12/31/2025,50694.50529,3750.513794,3798.307304,14498.03869,107187.1266
Hamilton,12/31/2026,51069.99123,3765.113981,3682.188495,14470.11642,69985.66639
Hamilton,12/31/2027,50881.55492,3780.460485,3641.048993,14511.61106,72737.07814
Hamilton,12/31/2028,52884.36913,3644.831097,3680.837872,14551.44889,75637.98117
Hamilton,12/31/2029,53824.29798,3584.312377,3489.765265,14453.9916,75929.2347
Hamilton,12/31/2030,54199.78392,10032.39347,3373.646457,14426.06933,78530.36699
Hardee,12/31/2001,23660.20394,10257.78566,12096.11012,27152.86505,81281.77873
Hardee,12/31/2002,24115.39687,10533.38559,11974.45501,27179.64169,84182.68176
Hardee,12/31/2003,24851.05732,10655.70586,11866.83323,27300.31026,84473.93528
Hardee,12/31/2004,26080.65898,10830.85497,11625.05948,27573.57575,87075.06757
Hardee,12/31/2005,26255.60727,11056.12876,11489.33265,27506.58113,89826.47931
Hardee,12/31/2006,26635.39383,11030.62392,11367.66846,27533.36726,92727.38234
Hardee,12/31/2007,27294.39923,10850.81854,11259.85158,27656.47862,93018.63586
Hardee,12/31/2008,28207.71517,10724.36545,11017.84332,27932.1936,95619.76815
Hardee,12/31/2009,28065.94713,10647.1888,10881.53979,27867.64178,98371.1799
Hardee,12/31/2010,28204.40425,10619.85539,10758.74497,27757.47756,101272.116
Hardee,12/31/2011,28764.81303,10228.07976,10649.83545,27741.20499,101563.4027
Hardee,12/31/2012,29818.68323,9890.050133,10406.62167,27877.15416,104164.5681
Hardee,12/31/2013,29818.66082,9602.227489,10269.44294,27673.21841,106916.0129
Hardee,12/31/2014,30681.75067,9364.519,10146.07145,27563.01234,109816.949
Hardee,12/31/2015,31825.45426,8972.124525,10036.60043,27545.55288,110108.2357
Hardee,12/31/2016,33464.21775,8633.965214,9792.972366,27679.6889,112709.4011
Hardee,12/31/2017,34047.20998,8346.048989,9655.396301,27473.94495,115460.8459
Hardee,12/31/2018,34910.42757,8108.340497,9531.891946,27361.97224,118361.782
Hardee,12/31/2019,36054.13203,7715.946021,9422.420924,27343.89147,118653.0687
Hardee,12/31/2020,37692.8956,7377.78671,9178.792861,27478.02748,121254.2341
Hardee,12/31/2021,38275.88783,7089.870485,9041.216796,27272.28354,124005.679
Hardee,12/31/2022,39139.10542,6852.161993,8917.712441,27160.31082,126906.6151
Hardee,12/31/2023,40282.80988,6459.767517,8808.241419,27142.23005,127197.9018
Hardee,12/31/2024,41921.57345,6121.608205,8564.613356,27276.36607,129799.0671
Hardee,12/31/2025,42504.56568,5833.69198,8427.037291,27070.62212,132550.512
Hardee,12/31/2026,43367.78327,5595.983489,8303.532936,26958.64941,93585.91207
Hardee,12/31/2027,44511.48773,5203.589013,8194.061914,26940.56863,95933.86295
Hardee,12/31/2028,46150.2513,4865.429701,7950.433851,27074.70465,98538.44026
Hardee,12/31/2029,46733.24354,4577.513476,7812.857786,26868.96071,97141.25827
Hardee,12/31/2030,47596.46112,16176.90244,7689.353431,26756.98799,99231.40076
Hendry,12/31/2001,23191.90366,16139.59835,17397.88757,36775.68092,101579.3516
Hendry,12/31/2002,24205.21857,16066.87408,17436.86918,36919.77275,104183.9289
Hendry,12/31/2003,25486.77397,15734.18317,17439.71114,37202.779,102786.747
Hendry,12/31/2004,26297.28648,15732.18097,17316.90747,38004.7174,104876.8895
Hendry,12/31/2005,27041.90795,15694.87585,17391.94843,38010.16158,107224.8403
Hendry,12/31/2006,28055.22285,15621.8998,17430.8823,38154.25332,109829.4176
Hendry,12/31/2007,29336.77825,15288.66108,17433.67635,38436.66943,108432.2357
Hendry,12/31/2008,30147.29077,15286.11253,17309.9559,39237.38216,110522.3782
Hendry,12/31/2009,30891.91223,15248.26209,17338.16366,38984.63262,112870.329
Hendry,12/31/2010,31905.22714,15174.99147,17330.09416,38869.52092,115474.9064
Hendry,12/31/2011,33186.78254,14841.7527,17122.80717,38893.32364,114077.7244
Hendry,12/31/2012,33997.29505,14839.20415,16788.90485,39435.34835,116167.8669
Hendry,12/31/2013,34741.91652,14801.35372,16653.42393,39181.58899,118515.8178
Hendry,12/31/2014,35755.23142,14728.09039,16481.88366,39066.47737,121120.3951
Hendry,12/31/2015,37036.78682,14394.85895,16274.20374,39090.84027,119723.2131
Hendry,12/31/2016,37847.29934,14392.3177,15940.30141,39633.53374,121813.3556
Hendry,12/31/2017,38591.92081,14354.47456,15804.84328,39380.44145,124161.3065
Hendry,12/31/2018,39605.23571,14281.21124,15633.32579,39265.99681,126765.8838
Hendry,12/31/2019,40886.79111,13947.9798,15425.66865,39290.46659,125368.7018
Hendry,12/31/2020,41697.30363,13945.43854,15091.78917,39833.1602,127458.8443
Hendry,12/31/2021,42441.92509,13907.59541,14956.33104,39580.06791,129806.7952
Hendry,12/31/2022,43455.24,13834.33209,14784.81355,39465.62327,132411.3725
Hendry,12/31/2023,44736.7954,13501.10064,14577.15642,39490.09305,131014.1905
Hendry,12/31/2024,45547.30792,13498.55939,14243.27694,40032.78666,133104.333
Hendry,12/31/2025,46291.92938,13460.71625,14107.81881,39779.69437,135452.2839
Hendry,12/31/2026,47305.24429,13387.45293,13936.30132,39665.24973,128901.6897
Hendry,12/31/2027,48586.79969,13054.22149,13728.64418,39689.71952,130920.565
Hendry,12/31/2028,49397.3122,13051.68024,13394.7647,40232.41312,133136.5176
Hendry,12/31/2029,50141.93367,13013.8371,13259.30657,39979.32083,131723.3363
Hendry,12/31/2030,51155.24857,48690.3604,13087.78908,39864.87619,133544.0411
Hernando,12/31/2001,24900.80453,49869.83416,50036.87676,131955.3663,135562.9164
Hernando,12/31/2002,25601.99562,51180.64994,51908.72873,136638.2618,137778.8689
Hernando,12/31/2003,26252.46603,51638.77983,53805.45063,141651.2166,136365.6876
Hernando,12/31/2004,27399.54648,52686.54418,55607.8832,146008.5307,138186.3925
Hernando,12/31/2005,28151.58702,53865.46806,57453.99956,150860.5654,140205.2678
Hernando,12/31/2006,28852.73225,55173.42655,59325.66838,156050.2387,142421.2204
Hernando,12/31/2007,29261.32107,55627.75203,61219.96467,161567.986,141008.0391
Hernando,12/31/2008,30081.83099,56671.72576,62536.97337,164261.3148,142828.744
Hernando,12/31/2009,30507.7139,57847.40546,63570.0845,167449.7809,144847.6193
Hernando,12/31/2010,30882.73731,59154.42718,64626.92673,170975.8855,147063.5719
Hernando,12/31/2011,31207.04006,59608.75262,65240.52665,172623.8082,145650.3906
Hernando,12/31/2012,32027.05922,60652.72639,65756.16639,173102.1748,147471.0954
Hernando,12/31/2013,32453.90836,61828.40641,66319.00575,174082.5135,149489.9707
Hernando,12/31/2014,33003.5547,63135.42847,66907.58072,175400.4907,151705.9233
Hernando,12/31/2015,33502.50531,63589.75423,67521.36794,177051.7296,150292.742
Hernando,12/31/2016,34497.65305,64633.72834,68365.56753,179407.5498,152113.4469
Hernando,12/31/2017,35919.75873,65809.40845,69256.222,182264.2888,154132.3222
Hernando,12/31/2018,37291.01495,67116.43053,70172.61209,185458.6663,156348.2748
Hernando,12/31/2019,38611.55051,67570.75632,71113.87211,188982.8527,154935.0935
Hernando,12/31/2020,40430.53187,68614.73043,71958.22509,191342.7604,156755.7984
Hernando,12/31/2021,41852.63755,69790.41054,72848.87956,194199.4994,158774.6737
Hernando,12/31/2022,43223.89377,71097.43262,73765.26965,197393.8769,160990.6263
Hernando,12/31/2023,44544.42932,71551.75841,74706.52966,200918.0633,159577.445
Hernando,12/31/2024,46363.41069,72595.73252,75550.88264,203277.971,161398.1498
Hernando,12/31/2025,47785.51637,73771.41263,76441.53712,206134.71,163417.0251
Hernando,12/31/2026,49156.77259,75078.43471,77357.9272,209329.0875,101755.4019
Hernando,12/31/2027,50477.30814,75532.7605,78299.18722,212853.2739,104287.283
Hernando,12/31/2028,52296.28951,76576.73461,79143.5402,215213.1816,107048.2683
Hernando,12/31/2029,53718.39519,77752.41472,80034.19467,218069.9206,104711.9786
Hernando,12/31/2030,55089.65141,36249.75111,80950.58476,221264.2981,107013.2283
Highlands,12/31/2001,22847.94721,36154.66475,38737.13185,88206.39345,109545.1094
Highlands,12/31/2002,23568.16598,36193.26521,38597.36093,89054.69804,112304.455
Highlands,12/31/2003,24190.32144,35776.25999,38600.49105,90370.83679,109966.521
Highlands,12/31/2004,24810.2257,35547.39366,38423.36099,92068.11302,112266.1309
Highlands,12/31/2005,25628.40129,35452.28007,38140.68586,93467.11559,114796.3722
Highlands,12/31/2006,26348.61791,35490.70583,38000.77799,96660.8489,117555.7178
Highlands,12/31/2007,26970.42195,35073.41621,38002.52173,98726.97573,115217.7838
Highlands,12/31/2008,27589.56623,34844.20142,37822.44585,100207.0251,117517.3938
Highlands,12/31/2009,28406.24524,34748.75844,37535.01839,99701.84381,120047.6351
Highlands,12/31/2010,29124.96745,34787.00229,37389.08576,98808.31193,122806.9807
Highlands,12/31/2011,29745.62633,34369.63948,37385.67625,98689.6954,120469.0467
Highlands,12/31/2012,30364.02994,34140.41653,37200.77005,98966.14913,122768.6567
Highlands,12/31/2013,31180.74015,34044.97356,36910.33416,99102.64857,125298.898
Highlands,12/31/2014,31900.644,34083.2174,36762.78888,99807.85283,128058.2436
Highlands,12/31/2015,32593.16273,33665.8546,36758.14467,100736.3536,125720.3096
Highlands,12/31/2016,33299.66183,33436.63166,36573.21895,101580.6788,128019.9196
Highlands,12/31/2017,34208.03098,33341.18869,36282.76949,102017.3349,130550.1609
Highlands,12/31/2018,35018.44333,33379.43253,36135.22421,102622.8407,133309.5065
Highlands,12/31/2019,35730.79239,32962.06973,36130.58,103451.643,130971.5726
Highlands,12/31/2020,36441.13734,32732.84679,35945.65428,104800.6407,133271.1825
Highlands,12/31/2021,37349.50649,32637.40382,35655.20482,105237.2968,135801.4239
Highlands,12/31/2022,38159.91884,32675.64766,35507.65954,105842.8026,138560.7695
Highlands,12/31/2023,38872.2679,32258.28486,35503.01532,106671.6049,136222.8355
Highlands,12/31/2024,39582.61285,32029.06192,35318.0896,108020.6026,138522.4455
Highlands,12/31/2025,40490.982,31933.61895,35027.64014,108457.2587,141052.6868
Highlands,12/31/2026,41301.39435,31971.86279,34880.09487,109062.7645,163491.3333
Highlands,12/31/2027,42013.74341,31554.49999,34875.45065,109891.5668,168406.8464
Highlands,12/31/2028,42724.08837,31325.27705,34690.52493,111240.5645,173647.6788
Highlands,12/31/2029,43632.45752,31229.83408,34400.07547,111677.2207,171184.259
Highlands,12/31/2030,44442.86986,512179.6183,34252.53019,112282.7264,175772.1273
Hillsborough,12/31/2001,32800.0558,522212.0639,533400.6306,1026906,180687.6404
Hillsborough,12/31/2002,34078.36186,533310.1641,544774.3743,1055617,185928.4729
Hillsborough,12/31/2003,35691.95531,530994.1206,558102.8434,1079587,183465.0531
Hillsborough,12/31/2004,37743.57979,539955.521,563745.6563,1108435,188052.9214
Hillsborough,12/31/2005,38686.55655,549987.9666,573166.9871,1131546,192968.4345
Hillsborough,12/31/2006,39964.86261,561086.0668,584568.8091,1164425,198209.2669
Hillsborough,12/31/2007,41577.15811,558770.0233,597949.888,1192861,195745.8471
Hillsborough,12/31/2008,43492.41431,567735.4489,603642.5984,1200541,200333.7154
Hillsborough,12/31/2009,44297.69454,584389.4076,616236.45,1196892,205249.2285
Hillsborough,12/31/2010,44947.06196,603038.9548,630796.4666,1229226,210490.061
Hillsborough,12/31/2011,45931.61429,608320.9006,647311.2103,1238951,208026.6412
Hillsborough,12/31/2012,47352.47424,624862.7607,656128.3602,1256118,212614.5095
Hillsborough,12/31/2013,47668.04603,642475.6661,668707.125,1276410,217530.0226
Hillsborough,12/31/2014,48457.05291,661154.2261,683250.0835,1301887,222770.855
Hillsborough,12/31/2015,49583.21535,666439.4109,699747.769,1325563,220307.4352
Hillsborough,12/31/2016,51147.5453,682981.271,708561.6923,1352797,224895.3036
Hillsborough,12/31/2017,52823.57134,700594.1764,721140.18,1379302,229810.8167
Hillsborough,12/31/2018,54834.92669,719272.7363,735683.14,1408864,235051.6491
Hillsborough,12/31/2019,57181.56943,724557.921,752180.8263,1444870,232588.2293
Hillsborough,12/31/2020,59968.25156,741099.7812,760994.7497,1478759,237176.0976
Hillsborough,12/31/2021,61644.2776,758712.6866,773573.2375,1505264,242091.6107
Hillsborough,12/31/2022,63655.63295,777391.2465,788116.1974,1534826,247332.4432
Hillsborough,12/31/2023,66002.27569,782676.4312,804613.8838,1570832,244869.0234
Hillsborough,12/31/2024,68788.95782,799218.2914,813427.8072,1604721,249456.8917
Hillsborough,12/31/2025,70464.98387,816831.1967,826006.295,1631226,254372.4048
Hillsborough,12/31/2026,72476.33921,835509.7567,840549.2549,1660788,63199.09411
Hillsborough,12/31/2027,74822.98195,840794.9414,857046.9412,1696794,65515.70154
Hillsborough,12/31/2028,77609.66408,857336.8015,865860.8647,1730683,67958.15792
Hillsborough,12/31/2029,79285.69013,874949.7069,878439.3524,1757188,68368.01363
Hillsborough,12/31/2030,81297.04547,7968.728089,892982.3124,1786750,70558.16187
Holmes,12/31/2001,22109.42818,7819.345766,8444.930734,18667.23478,72874.76929
Holmes,12/31/2002,22821.18354,7694.881187,8279.279053,18804.71086,75317.22567
Holmes,12/31/2003,23545.97262,7787.851448,8136.418586,18852.25457,75727.08138
Holmes,12/31/2004,24220.13609,7613.630411,8269.01951,19027.49031,77917.22961
Holmes,12/31/2005,24919.26886,7464.248088,8080.675149,19255.16818,80233.83703
Holmes,12/31/2006,25631.0242,7339.783509,7915.023457,19424.94915,82676.29341
Holmes,12/31/2007,26354.10521,7432.753769,7772.053924,19504.76844,83086.14912
Holmes,12/31/2008,26607.51419,7258.532231,7904.538996,19712.36821,85276.29735
Holmes,12/31/2009,26886.56127,7109.149406,7716.061289,19864.44488,87592.90491
Holmes,12/31/2010,27178.23094,6984.684326,7550.172137,19926.18995,90035.36143
Holmes,12/31/2011,27482.93434,7077.654084,7407.0742,19897.18455,90445.21728
Holmes,12/31/2012,27736.96636,6903.432546,7539.436999,19943.66743,92635.36565
Holmes,12/31/2013,28277.44967,6754.049721,7350.855167,20041.81075,94951.97321
Holmes,12/31/2014,28831.75684,6629.584641,7184.966004,20049.78243,97394.42973
Holmes,12/31/2015,29399.09773,6722.554399,7041.868054,19967.79243,97804.28557
Holmes,12/31/2016,29915.38184,6548.332861,7174.230842,20013.1396,99994.43395
Holmes,12/31/2017,30829.94645,6398.950036,6985.649005,20107.74588,102311.0415
Holmes,12/31/2018,31757.13366,6274.484956,6819.759837,20112.18051,104753.498
Holmes,12/31/2019,32697.35457,6367.454713,6676.661888,20026.65347,105163.3539
Holmes,12/31/2020,33587.54009,6193.233176,6809.024682,20068.45391,107353.5022
Holmes,12/31/2021,34502.10471,6043.850351,6620.442845,20163.06018,109670.1098
Holmes,12/31/2022,35429.29191,5919.385271,6454.553677,20167.49482,112112.5663
Holmes,12/31/2023,36369.51283,6012.355028,6311.455728,20081.96778,112522.4222
Holmes,12/31/2024,37259.69835,5838.133491,6443.818521,20123.76821,114712.5705
Holmes,12/31/2025,38174.26296,5688.750666,6255.236684,20218.37449,117029.1781
Holmes,12/31/2026,39101.45016,5564.285586,6089.347516,20222.80912,165218.2193
Holmes,12/31/2027,40041.67108,5657.255343,5946.249567,20137.28208,169231.0595
Holmes,12/31/2028,40931.8566,5483.033805,6078.612361,20179.08252,173228.4239
Holmes,12/31/2029,41846.42121,5333.650981,5890.030524,20273.68879,171003.5019
Holmes,12/31/2030,42773.60842,51460.5553,5724.141356,20278.12343,175029.8399
Indian River,12/31/2001,28518.29506,52275.9621,52704.24447,115716,179042.68
Indian River,12/31/2002,29082.1167,53169.0494,54476.83095,118149,183040.0445
Indian River,12/31/2003,30219.43474,52652.82977,55982.35529,121174,180815.1225
Indian River,12/31/2004,31874.95785,53390.15127,57120.60227,126829,184841.4605
Indian River,12/31/2005,31865.54079,54205.55807,59160.50646,130043,188854.3006
Indian River,12/31/2006,32428.70931,55098.64537,60931.92382,135262,192851.665
Indian River,12/31/2007,33565.33494,54582.42574,62298.79728,139757,190626.7431
Indian River,12/31/2008,35220.1583,55319.74724,61735.81177,141667,194653.0811
Indian River,12/31/2009,35210.04338,56135.15404,62074.22119,141634,198665.9212
Indian River,12/31/2010,35773.16717,57028.24133,62145.31289,138028,202663.2856
Indian River,12/31/2011,36909.78736,56512.0217,61949.34246,138694,200438.3637
Indian River,12/31/2012,38564.63657,57249.3432,61382.8275,139446,204464.7017
Indian River,12/31/2013,38556.17993,58064.75003,61725.16221,139586,208477.5419
Indian River,12/31/2014,39124.30906,58957.83735,61801.4621,140955,212474.9063
Indian River,12/31/2015,40268.03707,58441.61774,62319.02054,143326,210249.9844
Indian River,12/31/2016,41931.20119,59178.93927,62467.77313,146410,214276.3224
Indian River,12/31/2017,41929.6424,59994.3461,63520.88648,148962,218289.1625
Indian River,12/31/2018,42501.32232,60887.43343,64306.68212,151825,222286.527
Indian River,12/31/2019,43646.49863,60371.21382,64825.41562,154939,220061.6051
Indian River,12/31/2020,45309.90154,61108.53535,64974.16822,158834,224087.9431
Indian River,12/31/2021,45308.34275,61923.94218,66027.28157,161386,228100.7832
Indian River,12/31/2022,45880.02267,62817.0295,66813.07721,164249,232098.1477
Indian River,12/31/2023,47025.19899,62300.80989,67331.81071,167363,229873.2258
Indian River,12/31/2024,48688.6019,63038.13142,67480.56331,171258,233899.5638
Indian River,12/31/2025,48687.04311,63853.53825,68533.67666,173810,237912.4039
Indian River,12/31/2026,49258.72303,64746.62558,69319.4723,176673,74173.62312
Indian River,12/31/2027,50403.89934,64230.40597,69838.2058,179787,75891.99436
Indian River,12/31/2028,52067.30225,64967.7275,69986.9584,183682,77692.82813
Indian River,12/31/2029,52065.74347,65783.13433,71040.07175,186234,77480.81457
Indian River,12/31/2030,52637.42339,20421.58787,71825.86739,189097,79116.109
Jackson,12/31/2001,23859.55983,20022.98037,21529.73776,47899.35581,80834.48024
Jackson,12/31/2002,24717.39071,19713.97851,21099.96479,48292.90071,82635.31401
Jackson,12/31/2003,25770.75041,19925.20861,20766.73887,48285.11756,82423.30045
Jackson,12/31/2004,26571.0966,19437.18745,21062.6741,49168.0126,84058.59488
Jackson,12/31/2005,27233.83876,19038.56541,20536.58466,49963.24968,85776.96611
Jackson,12/31/2006,28091.63741,18729.54902,20106.73425,50356.79457,87577.79988
Jackson,12/31/2007,29143.67673,18940.76455,19773.4307,50349.0098,87365.78633
Jackson,12/31/2008,29848.97746,18452.70749,20068.60958,51231.9027,89001.08104
Jackson,12/31/2009,30415.32348,18054.06409,19541.46858,51337.36727,90719.45256
Jackson,12/31/2010,30914.22023,17745.02633,19110.47926,51039.67644,92520.28661
Jackson,12/31/2011,31608.63801,17956.22045,18776.0354,50340.65736,92308.27334
Jackson,12/31/2012,32049.05887,17468.16339,19070.74935,50530.42266,93943.56806
Jackson,12/31/2013,32352.85911,17069.52,18543.44198,50634.4238,95661.93958
Jackson,12/31/2014,32852.19464,16760.48224,18112.45108,50336.73261,97462.77363
Jackson,12/31/2015,33547.39551,16971.67637,17778.00721,49637.60322,97250.76036
Jackson,12/31/2016,33989.3935,16483.61931,18072.72117,49826.86905,98886.05508
Jackson,12/31/2017,34811.17559,16084.97592,17545.41379,49631.54833,100604.4266
Jackson,12/31/2018,35828.0464,15775.93817,17114.42289,49034.53543,102405.2606
Jackson,12/31/2019,37040.44603,15987.13229,16779.97903,48036.1945,102193.2474
Jackson,12/31/2020,38000.26787,15499.07523,17074.69298,47925.81789,103828.5421
Jackson,12/31/2021,38822.04996,15100.43184,16547.3856,47730.49716,105546.9136
Jackson,12/31/2022,39838.92077,14791.39409,16116.3947,47133.48427,107347.7477
Jackson,12/31/2023,41051.3204,15002.58821,15781.95084,46135.14333,107135.7344
Jackson,12/31/2024,42011.14224,14514.53115,16076.66479,46024.76672,108771.0291
Jackson,12/31/2025,42832.92433,14115.88776,15549.35741,45829.446,110489.4006
Jackson,12/31/2026,43849.79514,13806.85001,15118.36651,45232.4331,86140.72494
Jackson,12/31/2027,45062.19477,14018.04413,14783.92265,44234.09217,90428.85483
Jackson,12/31/2028,46022.01661,13529.98708,15078.6366,44123.71556,94894.53547
Jackson,12/31/2029,46843.7987,13131.34369,14551.32922,43928.39484,96459.26814
Jackson,12/31/2030,47860.66951,6508.281844,14120.33832,43331.38194,100568.9839
Jefferson,12/31/2001,23179.32638,6433.044576,6838.55028,12989.65472,104857.1138
Jefferson,12/31/2002,23863.97457,6367.14817,6758.370438,13365.28896,109322.7944
Jefferson,12/31/2003,24677.24494,6253.297488,6688.189276,13661.36708,110887.5271
Jefferson,12/31/2004,25732.93315,6168.704693,6593.770445,13904.89586,114997.2429
Jefferson,12/31/2005,26289.10488,6093.467425,6503.583758,14204.521,119285.3728
Jefferson,12/31/2006,26973.52805,6027.571018,6423.40356,14392.06931,123751.0534
Jefferson,12/31/2007,27584.75698,5913.720337,6353.056976,14500.04016,125315.7861
Jefferson,12/31/2008,28437.59656,5829.127542,6258.290158,14554.52111,129425.5019
Jefferson,12/31/2009,28791.41771,5753.890273,6167.66238,14657.43261,133713.6318
Jefferson,12/31/2010,29273.71532,5687.993867,6087.041313,14680.13095,138179.3125
Jefferson,12/31/2011,29884.63511,5574.143185,6016.418925,14622.53762,139744.0451
Jefferson,12/31/2012,30738.21083,5489.55039,5921.557659,14511.34574,143853.7609
Jefferson,12/31/2013,31094.45166,5414.313122,5830.929747,14612.8155,148141.8908
Jefferson,12/31/2014,31580.80066,5348.416881,5750.30868,14634.87036,152607.5715
Jefferson,12/31/2015,32196.58407,5234.566365,5679.686292,14594.89765,154172.3042
Jefferson,12/31/2016,33054.50572,5149.973736,5584.825027,14501.54134,158282.02
Jefferson,12/31/2017,33413.45122,5074.736633,5494.197115,14620.79793,162570.1499
Jefferson,12/31/2018,33900.87319,5008.840392,5413.576047,14660.46753,167035.8305
Jefferson,12/31/2019,34516.91734,4894.989877,5342.953659,14620.58101,168600.5632
Jefferson,12/31/2020,35374.83898,4810.397247,5248.092394,14527.2247,172710.279
Jefferson,12/31/2021,35733.78449,4735.160145,5157.464482,14646.4813,176998.4089
Jefferson,12/31/2022,36221.20646,4669.263904,5076.843414,14686.15089,181464.0896
Jefferson,12/31/2023,36837.2506,4555.413388,5006.221026,14646.26438,183028.8223
Jefferson,12/31/2024,37695.17225,4470.820759,4911.359761,14552.90807,187138.5381
Jefferson,12/31/2025,38054.11775,4395.583656,4820.731849,14672.16466,191426.668
Jefferson,12/31/2026,38541.53972,4329.687415,4740.110781,14711.83426,74554.09551
Jefferson,12/31/2027,39157.58387,4215.8369,4669.488394,14671.94775,77004.28356
Jefferson,12/31/2028,40015.50551,4131.24427,4574.627128,14578.59144,79641.05307
Jefferson,12/31/2029,40374.45102,4056.007167,4483.999216,14697.84803,81327.59019
Jefferson,12/31/2030,40861.87299,2737.332481,4403.378149,14737.51762,83590.93525
Lafayette,12/31/2001,21970.96074,2784.207865,2608.677443,7071.962773,86041.1233
Lafayette,12/31/2002,22411.30136,2833.778017,2709.116454,7258.559175,88677.89281
Lafayette,12/31/2003,23083.6172,2747.859084,2811.086054,7456.771573,90364.42993
Lafayette,12/31/2004,24310.14939,2791.999277,2787.290117,7605.672811,92627.77499
Lafayette,12/31/2005,24518.63831,2838.87466,2886.161169,7780.546393,95077.96304
Lafayette,12/31/2006,24958.96149,2888.444812,2986.60018,7966.938192,97714.73255
Lafayette,12/31/2007,25629.39426,2802.523139,3088.56978,8160.364523,99401.26967
Lafayette,12/31/2008,26852.89176,2846.651808,3064.773843,8304.44793,101664.7341
Lafayette,12/31/2009,27057.13629,2893.494952,3163.644895,8474.51632,104115.0415
Lafayette,12/31/2010,27492.76072,2942.909206,3264.083907,8656.241665,106751.9304
Lafayette,12/31/2011,28160.24662,2856.716315,3366.053424,8688.18898,108438.5872
Lafayette,12/31/2012,29381.93565,2900.46765,3342.176039,8648.024141,110702.0516
Lafayette,12/31/2013,29585.60045,2946.919596,3297.969951,8634.202795,113152.359
Lafayette,12/31/2014,30021.12607,2996.050296,3255.187373,8632.038225,115789.2479
Lafayette,12/31/2015,30690.21396,2909.678499,3213.866413,8641.488829,117475.9047
Lafayette,12/31/2016,31960.28662,2953.365809,3046.38734,8601.111117,119739.3691
Lafayette,12/31/2017,32213.59534,2999.78831,3001.967789,8587.22291,122189.6765
Lafayette,12/31/2018,32698.74992,3048.905579,2959.116198,8585.057518,124826.5654
Lafayette,12/31/2019,33415.87974,2962.532522,2917.795194,8594.508121,126513.2222
Lafayette,12/31/2020,34687.34869,3006.219832,2750.316079,8554.13041,128776.6866
Lafayette,12/31/2021,34940.65741,3052.642333,2705.896528,8540.242202,131226.994
Lafayette,12/31/2022,35425.812,3101.759602,2663.044936,8538.07681,133863.8829
Lafayette,12/31/2023,36142.94181,3015.386545,2621.723933,8547.527414,135550.5397
Lafayette,12/31/2024,37414.41076,3059.073855,2454.244817,8507.149702,137814.0041
Lafayette,12/31/2025,37667.71948,3105.496356,2409.825266,8493.261495,140264.3115
Lafayette,12/31/2026,38152.87407,3154.613625,2366.973675,8491.096103,164322.0779
Lafayette,12/31/2027,38870.00388,3068.240568,2325.652672,8500.546706,168181.5847
Lafayette,12/31/2028,40141.47284,3111.927878,2158.173556,8460.168995,172289.5889
Lafayette,12/31/2029,40394.78155,3158.350379,2113.754005,8446.280788,169649.6441
Lafayette,12/31/2030,40879.93614,97337.05884,2070.902414,8444.115395,173258.5972
Lake,12/31/2001,26928.54348,100931.635,98837.84762,220514.4188,177118.1039
Lake,12/31/2002,27441.95252,104732.8453,103600.9175,230263.4936,181226.1081
Lake,12/31/2003,28152.49131,104897.4645,108426.2176,241333.0681,178586.1634
Lake,12/31/2004,29088.18948,108284.4053,111983.6296,252092.4358,182195.1164
Lake,12/31/2005,29404.19234,111878.0254,116684.2435,263440.3116,186054.6232
Lake,12/31/2006,29916.95244,115678.2545,121447.1967,276145.2713,190162.6274
Lake,12/31/2007,30626.52314,115841.8563,126268.0732,286127.4427,187522.6826
Lake,12/31/2008,31560.35231,119227.7826,127801.0381,289007.3132,191131.6357
Lake,12/31/2009,31874.77175,122821.3443,130475.9693,291852.0055,194991.1425
Lake,12/31/2010,32386.31687,126621.5401,133213.0464,296053.4515,199099.1466
Lake,12/31/2011,33094.99175,126785.1419,136012.3538,299168.1673,196459.2019
Lake,12/31/2012,34029.22798,130171.0682,137538.2224,299651.4698,200068.1549
Lake,12/31/2013,34345.15464,133764.6299,140212.8435,303468.647,203927.6617
Lake,12/31/2014,34861.38018,137564.8257,142949.9206,309432.9908,208035.6659
Lake,12/31/2015,35746.06479,137728.4275,145749.3138,316720.6308,205395.7212
